     TotalZoneNumber           NParticle        CumulativeNP     CumulativeRatio
               25762              100000        3.001228e+07        3.001228e+02
               25763              100000        3.001259e+07        3.001259e+02
               25764              100000        3.001291e+07        3.001291e+02
               25765              100000        3.001322e+07        3.001322e+02
               25766              100000        3.001353e+07        3.001353e+02
               25767              100000        3.001385e+07        3.001385e+02
               25768              100000        3.001416e+07        3.001416e+02
               25769              100000        3.001447e+07        3.001447e+02
               25770              100000        3.001479e+07        3.001479e+02
               25771              100000        3.001510e+07        3.001510e+02
               25772              100000        3.001541e+07        3.001541e+02
               25773              100000        3.001573e+07        3.001573e+02
               25774              100000        3.001604e+07        3.001604e+02
               25775              100000        3.001635e+07        3.001635e+02
               25776              100000        3.001667e+07        3.001667e+02
               25777              100000        3.001698e+07        3.001698e+02
               25778              100000        3.001729e+07        3.001729e+02
               25779              100000        3.001761e+07        3.001761e+02
               25780              100000        3.001792e+07        3.001792e+02
               25781              100000        3.001823e+07        3.001823e+02
               25782              100000        3.001854e+07        3.001854e+02
               25783              100000        3.001886e+07        3.001886e+02
               25784              100000        3.001917e+07        3.001917e+02
               25785              100000        3.001948e+07        3.001948e+02
               25786              100000        3.001980e+07        3.001980e+02
               25787              100000        3.002011e+07        3.002011e+02
               25788              100000        3.002042e+07        3.002042e+02
               25789              100000        3.002074e+07        3.002074e+02
               25790              100000        3.002105e+07        3.002105e+02
               25791              100000        3.002136e+07        3.002136e+02
               25792              100000        3.002168e+07        3.002168e+02
               25793              100000        3.002199e+07        3.002199e+02
               25794              100000        3.002230e+07        3.002230e+02
               25795              100000        3.002261e+07        3.002261e+02
               25796              100000        3.002293e+07        3.002293e+02
               25797              100000        3.002324e+07        3.002324e+02
               25798              100000        3.002355e+07        3.002355e+02
               25799              100000        3.002387e+07        3.002387e+02
               25800              100000        3.002418e+07        3.002418e+02
               25801              100000        3.002449e+07        3.002449e+02
               25802              100000        3.002480e+07        3.002480e+02
               25803              100000        3.002512e+07        3.002512e+02
               25804              100000        3.002543e+07        3.002543e+02
               25805              100000        3.002574e+07        3.002574e+02
               25806              100000        3.002606e+07        3.002606e+02
               25807              100000        3.002637e+07        3.002637e+02
               25808              100000        3.002668e+07        3.002668e+02
               25809              100000        3.002699e+07        3.002699e+02
               25810              100000        3.002731e+07        3.002731e+02
               25811              100000        3.002762e+07        3.002762e+02
               25812              100000        3.002793e+07        3.002793e+02
               25813              100000        3.002825e+07        3.002825e+02
               25814              100000        3.002856e+07        3.002856e+02
               25815              100000        3.002887e+07        3.002887e+02
               25816              100000        3.002918e+07        3.002918e+02
               25817              100000        3.002950e+07        3.002950e+02
               25818              100000        3.002981e+07        3.002981e+02
               25819              100000        3.003012e+07        3.003012e+02
               25820              100000        3.003044e+07        3.003044e+02
               25821              100000        3.003075e+07        3.003075e+02
               25822              100000        3.003106e+07        3.003106e+02
               25823              100000        3.003137e+07        3.003137e+02
               25824              100000        3.003169e+07        3.003169e+02
               25825              100000        3.003200e+07        3.003200e+02
               25826              100000        3.003231e+07        3.003231e+02
               25827              100000        3.003262e+07        3.003262e+02
               25828              100000        3.003294e+07        3.003294e+02
               25829              100000        3.003325e+07        3.003325e+02
               25830              100000        3.003356e+07        3.003356e+02
               25831              100000        3.003387e+07        3.003387e+02
               25832              100000        3.003419e+07        3.003419e+02
               25833              100000        3.003450e+07        3.003450e+02
               25834              100000        3.003481e+07        3.003481e+02
               25835              100000        3.003513e+07        3.003513e+02
               25836              100000        3.003544e+07        3.003544e+02
               25837              100000        3.003575e+07        3.003575e+02
               25838              100000        3.003606e+07        3.003606e+02
               25839              100000        3.003638e+07        3.003638e+02
               25840              100000        3.003669e+07        3.003669e+02
               25841              100000        3.003700e+07        3.003700e+02
               25842              100000        3.003731e+07        3.003731e+02
               25843              100000        3.003763e+07        3.003763e+02
               25844              100000        3.003794e+07        3.003794e+02
               25845              100000        3.003825e+07        3.003825e+02
               25846              100000        3.003856e+07        3.003856e+02
               25847              100000        3.003888e+07        3.003888e+02
               25848              100000        3.003919e+07        3.003919e+02
               25849              100000        3.003950e+07        3.003950e+02
               25850              100000        3.003981e+07        3.003981e+02
               25851              100000        3.004013e+07        3.004013e+02
               25852              100000        3.004044e+07        3.004044e+02
               25853              100000        3.004075e+07        3.004075e+02
               25854              100000        3.004106e+07        3.004106e+02
               25855              100000        3.004138e+07        3.004138e+02
               25856              100000        3.004169e+07        3.004169e+02
               25857              100000        3.004200e+07        3.004200e+02
               25858              100000        3.004231e+07        3.004231e+02
               25859              100000        3.004263e+07        3.004263e+02
               25860              100000        3.004294e+07        3.004294e+02
               25861              100000        3.004325e+07        3.004325e+02
               25862              100000        3.004356e+07        3.004356e+02
               25863              100000        3.004387e+07        3.004387e+02
               25864              100000        3.004419e+07        3.004419e+02
               25865              100000        3.004450e+07        3.004450e+02
               25866              100000        3.004481e+07        3.004481e+02
               25867              100000        3.004512e+07        3.004512e+02
               25868              100000        3.004544e+07        3.004544e+02
               25869              100000        3.004575e+07        3.004575e+02
               25870              100000        3.004606e+07        3.004606e+02
               25871              100000        3.004637e+07        3.004637e+02
               25872              100000        3.004669e+07        3.004669e+02
               25873              100000        3.004700e+07        3.004700e+02
               25874              100000        3.004731e+07        3.004731e+02
               25875              100000        3.004762e+07        3.004762e+02
               25876              100000        3.004793e+07        3.004793e+02
               25877              100000        3.004825e+07        3.004825e+02
               25878              100000        3.004856e+07        3.004856e+02
               25879              100000        3.004887e+07        3.004887e+02
               25880              100000        3.004918e+07        3.004918e+02
               25881              100000        3.004950e+07        3.004950e+02
               25882              100000        3.004981e+07        3.004981e+02
               25883              100000        3.005012e+07        3.005012e+02
               25884              100000        3.005043e+07        3.005043e+02
               25885              100000        3.005074e+07        3.005074e+02
               25886              100000        3.005106e+07        3.005106e+02
               25887              100000        3.005137e+07        3.005137e+02
               25888              100000        3.005168e+07        3.005168e+02
               25889              100000        3.005199e+07        3.005199e+02
               25890              100000        3.005230e+07        3.005230e+02
               25891              100000        3.005262e+07        3.005262e+02
               25892              100000        3.005293e+07        3.005293e+02
               25893              100000        3.005324e+07        3.005324e+02
               25894              100000        3.005355e+07        3.005355e+02
               25895              100000        3.005386e+07        3.005386e+02
               25896              100000        3.005418e+07        3.005418e+02
               25897              100000        3.005449e+07        3.005449e+02
               25898              100000        3.005480e+07        3.005480e+02
               25899              100000        3.005511e+07        3.005511e+02
               25900              100000        3.005542e+07        3.005542e+02
               25901              100000        3.005574e+07        3.005574e+02
               25902              100000        3.005605e+07        3.005605e+02
               25903              100000        3.005636e+07        3.005636e+02
               25904              100000        3.005667e+07        3.005667e+02
               25905              100000        3.005698e+07        3.005698e+02
               25906              100000        3.005730e+07        3.005730e+02
               25907              100000        3.005761e+07        3.005761e+02
               25908              100000        3.005792e+07        3.005792e+02
               25909              100000        3.005823e+07        3.005823e+02
               25910              100000        3.005854e+07        3.005854e+02
               25911              100000        3.005886e+07        3.005886e+02
               25912              100000        3.005917e+07        3.005917e+02
               25913              100000        3.005948e+07        3.005948e+02
               25914              100000        3.005979e+07        3.005979e+02
               25915              100000        3.006010e+07        3.006010e+02
               25916              100000        3.006042e+07        3.006042e+02
               25917              100000        3.006073e+07        3.006073e+02
               25918              100000        3.006104e+07        3.006104e+02
               25919              100000        3.006135e+07        3.006135e+02
               25920              100000        3.006166e+07        3.006166e+02
               25921              100000        3.006197e+07        3.006197e+02
               25922              100000        3.006229e+07        3.006229e+02
               25923              100000        3.006260e+07        3.006260e+02
               25924              100000        3.006291e+07        3.006291e+02
               25925              100000        3.006322e+07        3.006322e+02
               25926              100000        3.006353e+07        3.006353e+02
               25927              100000        3.006385e+07        3.006385e+02
               25928              100000        3.006416e+07        3.006416e+02
               25929              100000        3.006447e+07        3.006447e+02
               25930              100000        3.006478e+07        3.006478e+02
               25931              100000        3.006509e+07        3.006509e+02
               25932              100000        3.006540e+07        3.006540e+02
               25933              100000        3.006572e+07        3.006572e+02
               25934              100000        3.006603e+07        3.006603e+02
               25935              100000        3.006634e+07        3.006634e+02
               25936              100000        3.006665e+07        3.006665e+02
               25937              100000        3.006696e+07        3.006696e+02
               25938              100000        3.006727e+07        3.006727e+02
               25939              100000        3.006759e+07        3.006759e+02
               25940              100000        3.006790e+07        3.006790e+02
               25941              100000        3.006821e+07        3.006821e+02
               25942              100000        3.006852e+07        3.006852e+02
               25943              100000        3.006883e+07        3.006883e+02
               25944              100000        3.006914e+07        3.006914e+02
               25945              100000        3.006946e+07        3.006946e+02
               25946              100000        3.006977e+07        3.006977e+02
               25947              100000        3.007008e+07        3.007008e+02
               25948              100000        3.007039e+07        3.007039e+02
               25949              100000        3.007070e+07        3.007070e+02
               25950              100000        3.007101e+07        3.007101e+02
               25951              100000        3.007132e+07        3.007132e+02
               25952              100000        3.007164e+07        3.007164e+02
               25953              100000        3.007195e+07        3.007195e+02
               25954              100000        3.007226e+07        3.007226e+02
               25955              100000        3.007257e+07        3.007257e+02
               25956              100000        3.007288e+07        3.007288e+02
               25957              100000        3.007319e+07        3.007319e+02
               25958              100000        3.007351e+07        3.007351e+02
               25959              100000        3.007382e+07        3.007382e+02
               25960              100000        3.007413e+07        3.007413e+02
               25961              100000        3.007444e+07        3.007444e+02
               25962              100000        3.007475e+07        3.007475e+02
               25963              100000        3.007506e+07        3.007506e+02
               25964              100000        3.007537e+07        3.007537e+02
               25965              100000        3.007569e+07        3.007569e+02
               25966              100000        3.007600e+07        3.007600e+02
               25967              100000        3.007631e+07        3.007631e+02
               25968              100000        3.007662e+07        3.007662e+02
               25969              100000        3.007693e+07        3.007693e+02
               25970              100000        3.007724e+07        3.007724e+02
               25971              100000        3.007755e+07        3.007755e+02
               25972              100000        3.007787e+07        3.007787e+02
               25973              100000        3.007818e+07        3.007818e+02
               25974              100000        3.007849e+07        3.007849e+02
               25975              100000        3.007880e+07        3.007880e+02
               25976              100000        3.007911e+07        3.007911e+02
               25977              100000        3.007942e+07        3.007942e+02
               25978              100000        3.007973e+07        3.007973e+02
               25979              100000        3.008004e+07        3.008004e+02
               25980              100000        3.008036e+07        3.008036e+02
               25981              100000        3.008067e+07        3.008067e+02
               25982              100000        3.008098e+07        3.008098e+02
               25983              100000        3.008129e+07        3.008129e+02
               25984              100000        3.008160e+07        3.008160e+02
               25985              100000        3.008191e+07        3.008191e+02
               25986              100000        3.008222e+07        3.008222e+02
               25987              100000        3.008253e+07        3.008253e+02
               25988              100000        3.008285e+07        3.008285e+02
               25989              100000        3.008316e+07        3.008316e+02
               25990              100000        3.008347e+07        3.008347e+02
               25991              100000        3.008378e+07        3.008378e+02
               25992              100000        3.008409e+07        3.008409e+02
               25993              100000        3.008440e+07        3.008440e+02
               25994              100000        3.008471e+07        3.008471e+02
               25995              100000        3.008502e+07        3.008502e+02
               25996              100000        3.008533e+07        3.008533e+02
               25997              100000        3.008565e+07        3.008565e+02
               25998              100000        3.008596e+07        3.008596e+02
               25999              100000        3.008627e+07        3.008627e+02
               26000              100000        3.008658e+07        3.008658e+02
               26001              100000        3.008689e+07        3.008689e+02
               26002              100000        3.008720e+07        3.008720e+02
               26003              100000        3.008751e+07        3.008751e+02
               26004              100000        3.008782e+07        3.008782e+02
               26005              100000        3.008813e+07        3.008813e+02
               26006              100000        3.008845e+07        3.008845e+02
               26007              100000        3.008876e+07        3.008876e+02
               26008              100000        3.008907e+07        3.008907e+02
               26009              100000        3.008938e+07        3.008938e+02
               26010              100000        3.008969e+07        3.008969e+02
               26011              100000        3.009000e+07        3.009000e+02
               26012              100000        3.009031e+07        3.009031e+02
               26013              100000        3.009062e+07        3.009062e+02
               26014              100000        3.009093e+07        3.009093e+02
               26015              100000        3.009124e+07        3.009124e+02
               26016              100000        3.009156e+07        3.009156e+02
               26017              100000        3.009187e+07        3.009187e+02
               26018              100000        3.009218e+07        3.009218e+02
               26019              100000        3.009249e+07        3.009249e+02
               26020              100000        3.009280e+07        3.009280e+02
               26021              100000        3.009311e+07        3.009311e+02
               26022              100000        3.009342e+07        3.009342e+02
               26023              100000        3.009373e+07        3.009373e+02
               26024              100000        3.009404e+07        3.009404e+02
               26025              100000        3.009435e+07        3.009435e+02
               26026              100000        3.009466e+07        3.009466e+02
               26027              100000        3.009498e+07        3.009498e+02
               26028              100000        3.009529e+07        3.009529e+02
               26029              100000        3.009560e+07        3.009560e+02
               26030              100000        3.009591e+07        3.009591e+02
               26031              100000        3.009622e+07        3.009622e+02
               26032              100000        3.009653e+07        3.009653e+02
               26033              100000        3.009684e+07        3.009684e+02
               26034              100000        3.009715e+07        3.009715e+02
               26035              100000        3.009746e+07        3.009746e+02
               26036              100000        3.009777e+07        3.009777e+02
               26037              100000        3.009808e+07        3.009808e+02
               26038              100000        3.009839e+07        3.009839e+02
               26039              100000        3.009870e+07        3.009870e+02
               26040              100000        3.009902e+07        3.009902e+02
               26041              100000        3.009933e+07        3.009933e+02
               26042              100000        3.009964e+07        3.009964e+02
               26043              100000        3.009995e+07        3.009995e+02
               26044              100000        3.010026e+07        3.010026e+02
               26045              100000        3.010057e+07        3.010057e+02
               26046              100000        3.010088e+07        3.010088e+02
               26047              100000        3.010119e+07        3.010119e+02
               26048              100000        3.010150e+07        3.010150e+02
               26049              100000        3.010181e+07        3.010181e+02
               26050              100000        3.010212e+07        3.010212e+02
               26051              100000        3.010243e+07        3.010243e+02
               26052              100000        3.010274e+07        3.010274e+02
               26053              100000        3.010305e+07        3.010305e+02
               26054              100000        3.010336e+07        3.010336e+02
               26055              100000        3.010368e+07        3.010368e+02
               26056              100000        3.010399e+07        3.010399e+02
               26057              100000        3.010430e+07        3.010430e+02
               26058              100000        3.010461e+07        3.010461e+02
               26059              100000        3.010492e+07        3.010492e+02
               26060              100000        3.010523e+07        3.010523e+02
               26061              100000        3.010554e+07        3.010554e+02
               26062              100000        3.010585e+07        3.010585e+02
               26063              100000        3.010616e+07        3.010616e+02
               26064              100000        3.010647e+07        3.010647e+02
               26065              100000        3.010678e+07        3.010678e+02
               26066              100000        3.010709e+07        3.010709e+02
               26067              100000        3.010740e+07        3.010740e+02
               26068              100000        3.010771e+07        3.010771e+02
               26069              100000        3.010802e+07        3.010802e+02
               26070              100000        3.010833e+07        3.010833e+02
               26071              100000        3.010864e+07        3.010864e+02
               26072              100000        3.010895e+07        3.010895e+02
               26073              100000        3.010926e+07        3.010926e+02
               26074              100000        3.010957e+07        3.010957e+02
               26075              100000        3.010989e+07        3.010989e+02
               26076              100000        3.011020e+07        3.011020e+02
               26077              100000        3.011051e+07        3.011051e+02
               26078              100000        3.011082e+07        3.011082e+02
               26079              100000        3.011113e+07        3.011113e+02
               26080              100000        3.011144e+07        3.011144e+02
               26081              100000        3.011175e+07        3.011175e+02
               26082              100000        3.011206e+07        3.011206e+02
               26083              100000        3.011237e+07        3.011237e+02
               26084              100000        3.011268e+07        3.011268e+02
               26085              100000        3.011299e+07        3.011299e+02
               26086              100000        3.011330e+07        3.011330e+02
               26087              100000        3.011361e+07        3.011361e+02
               26088              100000        3.011392e+07        3.011392e+02
               26089              100000        3.011423e+07        3.011423e+02
               26090              100000        3.011454e+07        3.011454e+02
               26091              100000        3.011485e+07        3.011485e+02
               26092              100000        3.011516e+07        3.011516e+02
               26093              100000        3.011547e+07        3.011547e+02
               26094              100000        3.011578e+07        3.011578e+02
               26095              100000        3.011609e+07        3.011609e+02
               26096              100000        3.011640e+07        3.011640e+02
               26097              100000        3.011671e+07        3.011671e+02
               26098              100000        3.011702e+07        3.011702e+02
               26099              100000        3.011733e+07        3.011733e+02
               26100              100000        3.011764e+07        3.011764e+02
               26101              100000        3.011795e+07        3.011795e+02
               26102              100000        3.011826e+07        3.011826e+02
               26103              100000        3.011857e+07        3.011857e+02
               26104              100000        3.011888e+07        3.011888e+02
               26105              100000        3.011919e+07        3.011919e+02
               26106              100000        3.011950e+07        3.011950e+02
               26107              100000        3.011981e+07        3.011981e+02
               26108              100000        3.012012e+07        3.012012e+02
               26109              100000        3.012043e+07        3.012043e+02
               26110              100000        3.012074e+07        3.012074e+02
               26111              100000        3.012105e+07        3.012105e+02
               26112              100000        3.012136e+07        3.012136e+02
               26113              100000        3.012167e+07        3.012167e+02
               26114              100000        3.012198e+07        3.012198e+02
               26115              100000        3.012229e+07        3.012229e+02
               26116              100000        3.012260e+07        3.012260e+02
               26117              100000        3.012291e+07        3.012291e+02
               26118              100000        3.012322e+07        3.012322e+02
               26119              100000        3.012353e+07        3.012353e+02
               26120              100000        3.012384e+07        3.012384e+02
               26121              100000        3.012415e+07        3.012415e+02
               26122              100000        3.012446e+07        3.012446e+02
               26123              100000        3.012477e+07        3.012477e+02
               26124              100000        3.012508e+07        3.012508e+02
               26125              100000        3.012539e+07        3.012539e+02
               26126              100000        3.012570e+07        3.012570e+02
               26127              100000        3.012601e+07        3.012601e+02
               26128              100000        3.012632e+07        3.012632e+02
               26129              100000        3.012663e+07        3.012663e+02
               26130              100000        3.012694e+07        3.012694e+02
               26131              100000        3.012725e+07        3.012725e+02
               26132              100000        3.012756e+07        3.012756e+02
               26133              100000        3.012787e+07        3.012787e+02
               26134              100000        3.012818e+07        3.012818e+02
               26135              100000        3.012849e+07        3.012849e+02
               26136              100000        3.012880e+07        3.012880e+02
               26137              100000        3.012911e+07        3.012911e+02
               26138              100000        3.012942e+07        3.012942e+02
               26139              100000        3.012973e+07        3.012973e+02
               26140              100000        3.013004e+07        3.013004e+02
               26141              100000        3.013035e+07        3.013035e+02
               26142              100000        3.013066e+07        3.013066e+02
               26143              100000        3.013097e+07        3.013097e+02
               26144              100000        3.013128e+07        3.013128e+02
               26145              100000        3.013159e+07        3.013159e+02
               26146              100000        3.013190e+07        3.013190e+02
               26147              100000        3.013221e+07        3.013221e+02
               26148              100000        3.013252e+07        3.013252e+02
               26149              100000        3.013283e+07        3.013283e+02
               26150              100000        3.013314e+07        3.013314e+02
               26151              100000        3.013345e+07        3.013345e+02
               26152              100000        3.013376e+07        3.013376e+02
               26153              100000        3.013407e+07        3.013407e+02
               26154              100000        3.013438e+07        3.013438e+02
               26155              100000        3.013469e+07        3.013469e+02
               26156              100000        3.013500e+07        3.013500e+02
               26157              100000        3.013531e+07        3.013531e+02
               26158              100000        3.013562e+07        3.013562e+02
               26159              100000        3.013593e+07        3.013593e+02
               26160              100000        3.013624e+07        3.013624e+02
               26161              100000        3.013655e+07        3.013655e+02
               26162              100000        3.013686e+07        3.013686e+02
               26163              100000        3.013717e+07        3.013717e+02
               26164              100000        3.013748e+07        3.013748e+02
               26165              100000        3.013778e+07        3.013778e+02
               26166              100000        3.013809e+07        3.013809e+02
               26167              100000        3.013840e+07        3.013840e+02
               26168              100000        3.013871e+07        3.013871e+02
               26169              100000        3.013902e+07        3.013902e+02
               26170              100000        3.013933e+07        3.013933e+02
               26171              100000        3.013964e+07        3.013964e+02
               26172              100000        3.013995e+07        3.013995e+02
               26173              100000        3.014026e+07        3.014026e+02
               26174              100000        3.014057e+07        3.014057e+02
               26175              100000        3.014088e+07        3.014088e+02
               26176              100000        3.014119e+07        3.014119e+02
               26177              100000        3.014150e+07        3.014150e+02
               26178              100000        3.014181e+07        3.014181e+02
               26179              100000        3.014212e+07        3.014212e+02
               26180              100000        3.014243e+07        3.014243e+02
               26181              100000        3.014274e+07        3.014274e+02
               26182              100000        3.014305e+07        3.014305e+02
               26183              100000        3.014336e+07        3.014336e+02
               26184              100000        3.014367e+07        3.014367e+02
               26185              100000        3.014397e+07        3.014397e+02
               26186              100000        3.014428e+07        3.014428e+02
               26187              100000        3.014459e+07        3.014459e+02
               26188              100000        3.014490e+07        3.014490e+02
               26189              100000        3.014521e+07        3.014521e+02
               26190              100000        3.014552e+07        3.014552e+02
               26191              100000        3.014583e+07        3.014583e+02
               26192              100000        3.014614e+07        3.014614e+02
               26193              100000        3.014645e+07        3.014645e+02
               26194              100000        3.014676e+07        3.014676e+02
               26195              100000        3.014707e+07        3.014707e+02
               26196              100000        3.014738e+07        3.014738e+02
               26197              100000        3.014769e+07        3.014769e+02
               26198              100000        3.014800e+07        3.014800e+02
               26199              100000        3.014831e+07        3.014831e+02
               26200              100000        3.014861e+07        3.014861e+02
               26201              100000        3.014892e+07        3.014892e+02
               26202              100000        3.014923e+07        3.014923e+02
               26203              100000        3.014954e+07        3.014954e+02
               26204              100000        3.014985e+07        3.014985e+02
               26205              100000        3.015016e+07        3.015016e+02
               26206              100000        3.015047e+07        3.015047e+02
               26207              100000        3.015078e+07        3.015078e+02
               26208              100000        3.015109e+07        3.015109e+02
               26209              100000        3.015140e+07        3.015140e+02
               26210              100000        3.015171e+07        3.015171e+02
               26211              100000        3.015202e+07        3.015202e+02
               26212              100000        3.015233e+07        3.015233e+02
               26213              100000        3.015263e+07        3.015263e+02
               26214              100000        3.015294e+07        3.015294e+02
               26215              100000        3.015325e+07        3.015325e+02
               26216              100000        3.015356e+07        3.015356e+02
               26217              100000        3.015387e+07        3.015387e+02
               26218              100000        3.015418e+07        3.015418e+02
               26219              100000        3.015449e+07        3.015449e+02
               26220              100000        3.015480e+07        3.015480e+02
               26221              100000        3.015511e+07        3.015511e+02
               26222              100000        3.015542e+07        3.015542e+02
               26223              100000        3.015573e+07        3.015573e+02
               26224              100000        3.015603e+07        3.015603e+02
               26225              100000        3.015634e+07        3.015634e+02
               26226              100000        3.015665e+07        3.015665e+02
               26227              100000        3.015696e+07        3.015696e+02
               26228              100000        3.015727e+07        3.015727e+02
               26229              100000        3.015758e+07        3.015758e+02
               26230              100000        3.015789e+07        3.015789e+02
               26231              100000        3.015820e+07        3.015820e+02
               26232              100000        3.015851e+07        3.015851e+02
               26233              100000        3.015882e+07        3.015882e+02
               26234              100000        3.015912e+07        3.015912e+02
               26235              100000        3.015943e+07        3.015943e+02
               26236              100000        3.015974e+07        3.015974e+02
               26237              100000        3.016005e+07        3.016005e+02
               26238              100000        3.016036e+07        3.016036e+02
               26239              100000        3.016067e+07        3.016067e+02
               26240              100000        3.016098e+07        3.016098e+02
               26241              100000        3.016129e+07        3.016129e+02
               26242              100000        3.016160e+07        3.016160e+02
               26243              100000        3.016191e+07        3.016191e+02
               26244              100000        3.016221e+07        3.016221e+02
               26245              100000        3.016252e+07        3.016252e+02
               26246              100000        3.016283e+07        3.016283e+02
               26247              100000        3.016314e+07        3.016314e+02
               26248              100000        3.016345e+07        3.016345e+02
               26249              100000        3.016376e+07        3.016376e+02
               26250              100000        3.016407e+07        3.016407e+02
               26251              100000        3.016438e+07        3.016438e+02
               26252              100000        3.016468e+07        3.016468e+02
               26253              100000        3.016499e+07        3.016499e+02
               26254              100000        3.016530e+07        3.016530e+02
               26255              100000        3.016561e+07        3.016561e+02
               26256              100000        3.016592e+07        3.016592e+02
               26257              100000        3.016623e+07        3.016623e+02
               26258              100000        3.016654e+07        3.016654e+02
               26259              100000        3.016685e+07        3.016685e+02
               26260              100000        3.016716e+07        3.016716e+02
               26261              100000        3.016746e+07        3.016746e+02
               26262              100000        3.016777e+07        3.016777e+02
               26263              100000        3.016808e+07        3.016808e+02
               26264              100000        3.016839e+07        3.016839e+02
               26265              100000        3.016870e+07        3.016870e+02
               26266              100000        3.016901e+07        3.016901e+02
               26267              100000        3.016932e+07        3.016932e+02
               26268              100000        3.016962e+07        3.016962e+02
               26269              100000        3.016993e+07        3.016993e+02
               26270              100000        3.017024e+07        3.017024e+02
               26271              100000        3.017055e+07        3.017055e+02
               26272              100000        3.017086e+07        3.017086e+02
               26273              100000        3.017117e+07        3.017117e+02
               26274              100000        3.017148e+07        3.017148e+02
               26275              100000        3.017179e+07        3.017179e+02
               26276              100000        3.017209e+07        3.017209e+02
               26277              100000        3.017240e+07        3.017240e+02
               26278              100000        3.017271e+07        3.017271e+02
               26279              100000        3.017302e+07        3.017302e+02
               26280              100000        3.017333e+07        3.017333e+02
               26281              100000        3.017364e+07        3.017364e+02
               26282              100000        3.017395e+07        3.017395e+02
               26283              100000        3.017425e+07        3.017425e+02
               26284              100000        3.017456e+07        3.017456e+02
               26285              100000        3.017487e+07        3.017487e+02
               26286              100000        3.017518e+07        3.017518e+02
               26287              100000        3.017549e+07        3.017549e+02
               26288              100000        3.017580e+07        3.017580e+02
               26289              100000        3.017610e+07        3.017610e+02
               26290              100000        3.017641e+07        3.017641e+02
               26291              100000        3.017672e+07        3.017672e+02
               26292              100000        3.017703e+07        3.017703e+02
               26293              100000        3.017734e+07        3.017734e+02
               26294              100000        3.017765e+07        3.017765e+02
               26295              100000        3.017796e+07        3.017796e+02
               26296              100000        3.017826e+07        3.017826e+02
               26297              100000        3.017857e+07        3.017857e+02
               26298              100000        3.017888e+07        3.017888e+02
               26299              100000        3.017919e+07        3.017919e+02
               26300              100000        3.017950e+07        3.017950e+02
               26301              100000        3.017981e+07        3.017981e+02
               26302              100000        3.018011e+07        3.018011e+02
               26303              100000        3.018042e+07        3.018042e+02
               26304              100000        3.018073e+07        3.018073e+02
               26305              100000        3.018104e+07        3.018104e+02
               26306              100000        3.018135e+07        3.018135e+02
               26307              100000        3.018166e+07        3.018166e+02
               26308              100000        3.018196e+07        3.018196e+02
               26309              100000        3.018227e+07        3.018227e+02
               26310              100000        3.018258e+07        3.018258e+02
               26311              100000        3.018289e+07        3.018289e+02
               26312              100000        3.018320e+07        3.018320e+02
               26313              100000        3.018351e+07        3.018351e+02
               26314              100000        3.018381e+07        3.018381e+02
               26315              100000        3.018412e+07        3.018412e+02
               26316              100000        3.018443e+07        3.018443e+02
               26317              100000        3.018474e+07        3.018474e+02
